matrix_id,name,tf_class,family,tax_group,species,acc,information_content,binding_preference
MA2221.1,E(spl)mdelta-HLH,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2222.1,E(spl)mgamma-HLH,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2223.1,EcR,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2224.1,Eip75B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2225.1,erm,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2226.1,ERR,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2227.1,esg,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2228.1,Ets65A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2229.1,Ets96B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2230.1,Ets97D,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2231.1,Ets98B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2232.1,fd59A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2233.1,Fer1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2234.1,Fer2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2235.1,FoxL1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2236.1,foxo,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2237.1,FoxP,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2238.1,GATAe,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2239.1,gsb,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2240.1,Hey,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2241.1,HLH4C,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2242.1,Hnf4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2243.1,Hr38,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2244.1,Hr39,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2245.1,Hr78,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2246.1,Jra,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2247.1,Kah,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2248.1,kay,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2249.1,ken,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2250.1,klu,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2251.1,knrl,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2252.1,lmd,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2253.1,luna,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2254.1,lz,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2255.1,Max,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2256.1,mid,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2257.1,Mitf,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2258.1,Mnt,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2259.1,org-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2260.1,pdm3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2261.1,phol,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2262.1,pnt,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2263.1,Poxm,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2264.1,Rel,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2265.1,retn,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2266.1,Rfx,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2267.1,rib,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2268.1,sage,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2269.1,sc,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2270.1,scrt,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2271.1,sens,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2272.1,slp2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2273.1,Sox102F,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2274.1,Sox14,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2275.1,Sox15,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2276.1,Sox21a,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2277.1,Sox21b,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2278.1,SoxN,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2279.1,Sp1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2280.1,Spps,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2281.1,SREBP,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2282.1,SREBP,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2283.1,srp,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2284.1,ss,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2285.1,sug,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2286.1,svp,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2287.1,TfAP-2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2288.1,tj,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2289.1,toy,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2290.1,Usf,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2291.1,vri,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2292.1,wor,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2293.1,Xbp1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2294.1,Xrp1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2295.1,ac,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2296.1,aop,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2297.1,BtbVII,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2298.1,CG3065,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2299.1,CG4854,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2300.1,CG8319,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2301.1,clk,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2302.1,Crg-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2303.1,crp,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2304.1,cwo,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2305.1,cyc,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2306.1,D1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2307.1,D19B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2308.1,da,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2309.1,ewg,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2310.1,fru,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2311.1,ftz-f1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2312.1,grn,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2313.1,hng1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2314.1,hr3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2315.1,insv,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2316.1,l(3)neo38,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2317.1,nau,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2318.1,pita,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2319.1,run,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2320.1,Sox100B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2321.1,tx,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2322.1,ZIPIC,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2323.1,Pgr,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2324.1,BCL11A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2325.1,EPAS1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2326.1,IKZF2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2327.1,PGR,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2328.1,ZBED4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2329.1,ZBTB11,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2330.1,ZBTB24,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2331.1,ZNF157,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2332.1,ZNF175,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2333.1,ZNF35,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2334.1,ZNF547,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2335.1,ZNF558,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2336.1,ZSCAN21,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2337.1,Nr1h3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2338.1,Ppara,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2339.1,Nanog,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2340.1,Zbtb2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2341.1,FEZF2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2342.1,URI,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2343.1,MYB3R3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2344.1,REV,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2345.1,OS02G0104500,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2346.1,OsTCP7,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2347.1,OS04G0486400,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2348.1,IDD6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2349.1,OsCCA1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2350.1,OsFBH1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2351.1,OsEIL3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2352.1,PC-MYB1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2353.1,PK02532.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2354.1,PK06182.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2355.1,PK06791.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2356.1,PK20555.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2357.1,PK21687.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2358.1,PK22320.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2359.1,PK23829.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2360.1,PK28565.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2361.1,PRUPE_ppa000682mg,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2362.1,TEIL,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2363.1,TOE2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2364.1,VIT_15s0048g01150,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2365.1,VIT_17s0000g10420,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2366.1,VOZ2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2367.1,WIP5,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2368.1,WRKY51,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2369.1,ZHD14,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2370.1,MBD2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2371.1,MYB31,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2372.1,AZF1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2373.1,AZF2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2374.1,AHL13,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2375.1,BMY2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2376.1,CAMTA5,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2377.1,cassava45561.m1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2378.1,CRF3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2379.1,DOF3.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2380.1,DOF4.7,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2381.1,e_gw1.170.52.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2382.1,e_gw1.209.40.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2383.1,e_gw1.392.16.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2384.1,estExt_Genewise1.C_2060077,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2385.1,estExt_gwp_gw1.C_220046,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2386.1,estExt_gwp_gw1.C_550163,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2387.1,NAC094,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2388.1,GATA1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2389.1,GBF1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2390.1,GLYMA19G26560,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2391.1,Lg3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2392.1,GRMZM2G135447,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2393.1,PHYPA_008731,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2394.1,PpDof6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2395.1,PHYPA_011264,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2396.1,IDD1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2397.1,ILR3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2398.1,AS2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2399.1,LjSGA_053525.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2400.1,LjTCP20,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2401.1,Os05g0437700,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2402.1,OsERF104,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2403.1,DVH24_040989,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2404.1,OsTRBF3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2405.1,OsMSL08,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2406.1,PK03576.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2407.1,PK24978.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2408.1,BAD1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2409.1,ZmbZIP25,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2410.1,ZmbZIP54,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2411.1,ZmbZIP57,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2412.1,ZmbZIP72,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2413.1,ZmbZIP96,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2414.1,EREB127,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2415.1,EREB138,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2416.1,EREB29,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2417.1,EREB71,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2418.1,IG1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2419.1,UB3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2420.1,SBP6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2421.1,SBP8,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2422.1,OsbZIP42,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2423.1,OsbZIP69,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2424.1,OsbZIP77,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2425.1,SPL11A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2426.1,SPL11B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2427.1,SPL12B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2428.1,SPL13B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2429.1,SPL13D,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2430.1,SPL14B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2431.1,SPL15A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2432.1,SPL15B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2433.1,SPL15D,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2434.1,SPL16A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2435.1,SPL16D,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2436.1,SPL18A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2437.1,SPL19B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2438.1,SPL1D,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2439.1,SPL2A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2440.1,SPL2B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2441.1,SPL3A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2442.1,SPL3B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2443.1,SPL3D,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2444.1,SPL4A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2445.1,SPL4D,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2446.1,SPL5A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2447.1,SPL5B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2448.1,SPL5D,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2449.1,SPL6A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2450.1,SPL7A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2451.1,SPL7B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2452.1,SPL8A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2453.1,SPL8B,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2454.1,SPL8D1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2455.1,SPL9D,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2005.2,NAC016,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1376.2,DEAR3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0329.2,MBP1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0333.2,MET31,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0334.2,MET32,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0336.2,MGA1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0337.2,MIG1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0338.2,MIG2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0339.2,MIG3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1433.2,msn-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0929.2,NCU00019,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0343.2,NDT80,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1435.2,nit-4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0347.3,NRG1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1436.2,nuc-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0348.2,OAF1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0349.2,OPI1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0352.3,PDR1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0354.2,PDR8,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0355.2,PHD1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0358.2,PUT3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0359.3,RAP1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0360.2,RDR1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0361.2,RDS1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0362.2,RDS2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0363.3,REB1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0365.2,RFX1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0367.2,RGT1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0369.2,RLM1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0372.2,RPH1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0374.2,RSC3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0375.2,RSC30,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1431.2,rst2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0376.2,RTG3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0377.2,SFL1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0378.2,SFP1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0380.2,SIP4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0381.2,SKN7,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0382.3,SKO1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0384.2,SNT2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0385.2,SOK2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0386.2,SPT15,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0389.2,SRD1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0390.2,STB3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0395.2,STP2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0396.2,STP3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0397.2,STP4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0398.2,SUM1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0400.2,SUT2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0402.2,SWI5,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0403.3,TBF1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0431.2,TDA9,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0406.2,TEC1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0350.2,TOD6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0265.3,ABF1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0408.2,TOS8,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0410.2,UGA3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0412.3,UME6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0411.2,UPC2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0422.2,URC2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0413.2,USV1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1437.2,wc-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0414.2,XBP1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0415.2,YAP1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0416.2,YAP3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0418.2,YAP6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0423.2,YER130C,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0424.2,YER184C,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0425.2,YGR067C,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0428.2,YKL222C,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0430.2,YLR278C,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0433.2,YOX1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0434.2,YPR013C,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0435.2,YPR015C,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0436.2,YPR022C,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0438.2,YRM1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0439.2,YRR1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0441.2,ZMS1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0266.2,ABF2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0272.2,ARG81,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0273.2,ARO80,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0267.2,ACE2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0278.2,BAS1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0279.3,CAD1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0280.2,CAT8,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0281.3,CBF1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0282.2,CEP3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0284.3,CIN5,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1432.2,cre-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0285.2,CRZ1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0286.2,CST6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0351.2,DOT6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
