matrix_id,name,tf_class,family,tax_group,species,acc,information_content,binding_preference
MA0986.1,DREB2C,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1007.1,PHYPADRAFT_173530,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1009.1,ARF3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1012.1,AGL27,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1013.1,GATA10,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1014.1,GATA11,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1020.1,GT-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1023.1,PHYPADRAFT_28324,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1028.1,KAN4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1033.1,OJ1058_F05.8,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1034.1,Os05g0497200,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1035.1,TCP4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1036.1,MYB111,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1039.1,MYB4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1040.1,MYB46,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1041.1,MYB55,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1042.1,MYB59,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1046.1,NTL9,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1048.1,ERF018,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1050.1,OsI_08196,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1051.1,RAP2-3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1053.1,ERF109,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1066.1,TCP23,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1067.1,TCP5,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1075.1,WRKY12,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1080.1,WRKY23,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1084.1,WRKY38,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1091.1,WRKY62,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1095.1,ARALYDRAFT_495258,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1096.1,ARALYDRAFT_496250,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1097.1,ARALYDRAFT_493022,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1098.1,ARALYDRAFT_484486,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1124.1,ZNF24,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1155.1,ZSCAN4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1127.1,FOSB::JUN,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1129.1,FOSL1::JUN,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1136.1,FOSB::JUNB,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1161.1,TSO1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1162.1,TCX2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1169.1,MYB105,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1188.1,At3g11280,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1199.1,AGL16,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1202.1,AGL55,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1203.1,AGL63,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1204.1,AGL13,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1205.1,AGL6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1221.1,RAP2-6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1222.1,ERF014,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1225.1,ERF5,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1235.1,AIL7,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1242.1,DREB2F,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1274.1,DOF3.6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1290.1,TCP17,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1291.1,TCP7,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1309.1,WRKY3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1324.1,GATA20,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1328.1,ZHD9,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1335.1,TGA4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1339.1,BZIP43,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1348.1,TGA9,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1350.1,BZIP42,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1352.1,TRP1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1354.1,AT4G12670,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1356.1,TRP2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1363.1,LRL2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1373.1,GAF1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1378.1,AIL6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1379.1,SOL1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1380.1,TCX6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1384.1,PHL7,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1402.1,BPC6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1403.1,BPC5,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1404.1,BPC1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1416.1,RAMOSA1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1420.1,IRF5,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1421.1,TCF7L1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1434.1,NCU02182,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1440.1,fkh-9,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1442.1,mab-5,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1445.1,ceh-28,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1448.1,fos-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1451.1,nhr-6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1468.1,ATOH7,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1485.1,FERD3L,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1489.1,FOXN3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1493.1,HES6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1509.1,IRF6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1538.1,NR2F1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1539.1,NR2F6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1555.1,RXRB,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1556.1,RXRG,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1557.1,SMAD5,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1570.1,TFAP4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1571.1,TGIF2LX,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1572.1,TGIF2LY,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1580.1,ZBTB32,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1587.1,ZNF135,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1588.1,ZNF136,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1594.1,ZNF382,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1596.1,ZNF460,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1597.1,ZNF528,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0158.2,HOXA5,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0912.2,HOXD3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0623.2,NEUROG1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2055.1,PK00315.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2056.1,PK01144.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2057.1,PK01630.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2058.1,PK03929.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2059.1,PK05432.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2060.1,PK05451.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2061.1,PK06517.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2062.1,PK07031.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2063.1,PK07402.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2064.1,PK07858.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2065.1,PK08602.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2066.1,PK09021.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2067.1,PK09702.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2068.1,PK10344.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2069.1,PK10955.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2070.1,PK15337.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2071.1,PK15505.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2072.1,PK16335.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2073.1,PK16340.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2074.1,PK17878.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2075.1,PK18009.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2076.1,PK18401.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2077.1,PK18474.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2078.1,PK19363.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2079.1,PK19717.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2080.1,PK20225.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2081.1,PK20317.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2082.1,PK20392.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2083.1,PK21166.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2084.1,PK23009.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2085.1,PK23763.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2086.1,PK23964.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2087.1,PK24205.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2088.1,PK24580.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2089.1,PK25870.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2090.1,PK26523.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2091.1,PK27109.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2092.1,PK27149.1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2093.1,HOXB1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2094.1,PAX8,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2095.1,Sox7,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2096.1,ZNF524,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1715.1,ZNF707,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2097.1,ZNF75A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2098.1,ZNF766,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2099.1,ZNF770,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1718.1,ZNF8,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2100.1,ZSCAN16,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2101.1,ZNF677,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1732.1,E2FD,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1684.1,Foxn1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1686.1,ARF13,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1687.1,ARF14,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1700.1,Clamp,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2102.1,ZBTB17,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1734.1,AT1G19040,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1738.1,ATMYB31,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1741.1,BRN2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1746.1,BZIP69,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1749.1,E2FC,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1750.1,E2FE,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1760.1,HSFA6A,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1783.1,NAC005,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1784.1,NAC011,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1788.1,NAC054,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1789.1,NAC071,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1790.1,NAC073,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1791.1,NAC087,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1792.1,NAC098,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1796.1,RAP2-7,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1797.1,RAV2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1800.1,TEM1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2103.1,AT4G09450,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2104.1,IDD11,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2105.1,GLYMA-13G317000,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1818.1,Zm00001d052229,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2106.1,Zm00001d024644,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2107.1,cg,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2108.1,sqz,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1876.1,Gsx,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1890.1,Klf15,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1893.1,Klf6-7-like,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2109.1,Arid3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2110.1,Cdx,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2111.1,HNF4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2112.1,Meis,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2113.1,Pax2-5-8-a,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2114.1,Pax3-7-like,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2115.1,Pax6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2116.1,Pou4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1931.1,ELK1::HOXA1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1957.1,HOXB2::ELK1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1962.1,POU2F1::SOX2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1972.1,ZFP14,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1980.1,ZNF418,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1985.1,ZNF669,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2117.1,FOXP4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2118.1,FOXS1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2119.1,HOXA3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2120.1,ZNF184,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2121.1,ZNF213,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2122.1,Ebf4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2123.1,Hand1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2124.1,Hmga1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2125.1,Zfp809,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2126.1,Zfp961,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0079.5,SP1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0509.3,RFX1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0516.3,SP2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0607.2,BHLHA15,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0685.2,SP4,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0740.2,KLF14,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0742.2,KLF12,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0798.3,RFX3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0818.2,BHLHE22,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0821.2,HES5,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0831.3,TFE3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0878.3,CDX1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA0884.2,DUXA,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1511.2,KLF10,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1532.2,NR1D2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1547.2,PITX2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1563.2,SOX18,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1573.2,Thap11,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1601.2,ZNF75D,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA1633.2,BACH1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2127.1,atf-2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2128.1,ceh-18,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2129.1,ceh-23,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2130.1,dmd-10,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2131.1,egl-38,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2132.1,egrh-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2133.1,elt-7,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2134.1,end-3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2135.1,jun-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2136.1,klf-3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2137.1,klu-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2138.1,klu-2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2139.1,let-381,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2140.1,lin-31,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2141.1,lin-48,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2142.1,nhr-142,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2143.1,nhr-25,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2144.1,nhr-5,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2145.1,nhr-70,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2146.1,nhr-86,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2147.1,nsy-7,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2148.1,odd-2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2149.1,odr-7,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2150.1,pag-3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2151.1,pax-2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2152.1,ref-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2153.1,sex-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2154.1,snai-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2155.1,sptf-3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2156.1,xbp-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2157.1,atfs-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2158.1,ceh-14,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2159.1,ceh-36,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2160.1,ceh-39,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2161.1,ceh-43,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2162.1,ceh-60,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2163.1,cnd-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2164.1,egl-27,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2165.1,elt-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2166.1,ets-7,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2167.1,fkh-3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2168.1,hif-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2169.1,hsf-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2170.1,lin-32,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2171.1,lsl-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2172.1,mdl-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2173.1,mef-2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2174.1,mls-2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2175.1,mxl-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2176.1,mxl-3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2177.1,nfya-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2178.1,sta-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2179.1,ceh-10,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2180.1,F10B5.3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2181.1,lsy-2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2182.1,nfi-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2183.1,nhr-33,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2184.1,sox-3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2185.1,tbx-37,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2186.1,tbx-38,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2187.1,ztf-6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2188.1,acj6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2189.1,Adf1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2190.1,Aef1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2191.1,amos,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2192.1,Atf-2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2193.1,Atf3,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2194.1,Atf6,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2195.1,ato,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2196.1,bigmax,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2197.1,bin,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2198.1,Blimp-1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2199.1,bowl,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2200.1,bs,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2201.1,Bteb2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2202.1,byn,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2203.1,CG12605,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2204.1,CG4360,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2205.1,CG7928,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2206.1,CHES-1-like,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2207.1,ci,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2208.1,crc,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2209.1,CrebA,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2210.1,CrebB,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2211.1,croc,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2212.1,dar1,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2213.1,Dif,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2214.1,dimm,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2215.1,dm,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2216.1,Doc2,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2217.1,dpn,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2218.1,dsf,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2219.1,E(spl)m3-HLH,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
MA2220.1,E(spl)mbeta-HLH,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,
